\,unemployment_rate,labor_force_rate,emp_rate,emp_business_%,emp_computer_%,emp_legal_%,emp_healthcare_%,emp_healthsupport_%,emp_protective_%,emp_foodprepare_%,emp_clean_%,emp_personalcare_%,emp_sales_%,emp_admin_%,emp_farm_%,emp_construct_%,emp_repair_%,emp_production_%,emp_transport_%,emp_material_%,emp_pop_ratio_wh_only,emp_pop_ratio_hisp,employed_male_%,employed_female_%
unemployment_rate,1.0,0.08279319592907639,0.29411964632220206,0.44827711021342337,0.2403168466235096,0.2639792967443125,0.17682041229688072,-0.34200578646757523,-0.17786608885930638,-0.31513334522570857,-0.12323387349727613,-0.32059240960430624,-0.12286329101176165,-0.26450044339305984,0.01938693669411568,0.08809176117345073,-0.16681541680942574,-0.40221609152818827,-0.21614322798345176,-0.24399233182913713,0.32084924609114945,0.10214219258489612,-0.0002863812527916667,0.0002863812527916159
labor_force_rate,0.08279319592907639,1.0,0.9735411632898862,-0.10944368126001985,0.18633765419425227,-0.19294311604661873,-0.09736276626750814,-0.1292234532433966,-0.04852674326123219,-0.07939073868917793,-0.11082574139102942,-0.1991015027017472,-0.16988090710968798,-0.045848513472626966,-0.1586093449514162,-0.21878325917283004,0.11712277252450792,-0.06668624800802578,-0.0055988608262078484,-0.024005725752266137,0.9155913443526672,0.2792850404304419,-0.13154873898037514,0.13154873898037509
emp_rate,0.29411964632220206,0.9735411632898862,1.0,-0.013823407756944848,0.22562766981082158,-0.12938926142527668,-0.05721094004072809,-0.19399101750301065,-0.08002956745881283,-0.14238911575051688,-0.12788856246625313,-0.2605949270587917,-0.18035924003894396,-0.09799089132329296,-0.14289443053548428,-0.18827654190148957,0.07644146124080385,-0.15133165244538485,-0.04680993959324812,-0.0759777315886326,0.9511749296285793,0.2942071742462219,-0.1281639088332983,0.12816390883329826
emp_business_%,0.44827711021342337,-0.10944368126001985,-0.013823407756944848,1.0,0.4428529258191043,0.2859755204580576,0.19482589378737847,-0.5088855885612807,-0.18372553982650183,-0.48176910721872235,-0.42362570331316224,-0.3880356758239992,0.022280523925979186,-0.3417992614686716,-0.14286748276744882,-0.25879228019686645,-0.39073825653566635,-0.6088652388846405,-0.43633035768681394,-0.43622861300425514,0.07161331772376928,-0.07871577594807076,0.03635113622408177,-0.036351136224081725
emp_computer_%,0.2403168466235096,0.18633765419425227,0.22562766981082158,0.4428529258191043,1.0,0.17680805329539673,0.050194970895158626,-0.34601484194245447,-0.2143533021815406,-0.29517111351673814,-0.40180178111318865,-0.24195046180202195,-0.11009034954011486,-0.3399224633028299,-0.2466128202706921,-0.4674008141162077,-0.3056906617301699,-0.38611331638272683,-0.43092959105333306,-0.3106929604322649,0.2604551554154904,0.14081722718449943,0.046107745263997746,-0.04610774526399781
emp_legal_%,0.2639792967443125,-0.19294311604661873,-0.12938926142527668,0.2859755204580576,0.17680805329539673,1.0,0.03505256654299084,-0.2537744900525507,-0.15311002182348243,-0.16277111136899836,-0.1522736777888661,-0.03728618760776904,-0.1930274725988443,-0.3255087215475825,0.06983895013287779,-0.14938739206016236,-0.32069485707541506,-0.4137448530974184,-0.3664772323432615,-0.2106559184147713,-0.06846600074419384,-0.12089593236285119,-0.17994237899258525,0.17994237899258508
emp_healthcare_%,0.17682041229688072,-0.09736276626750814,-0.05721094004072809,0.19482589378737847,0.050194970895158626,0.03505256654299084,1.0,-0.06969203769747108,-0.03397333096041194,-0.23935902897578887,-0.25024875761061594,-0.26179239469207427,-0.04503773678098359,-0.042106587481461136,-0.026031533504891364,-0.03348833795055269,-0.05594858895186158,-0.1151919938035489,-0.04375887693508775,-0.2103220822917437,-0.008100201777720037,0.05617603674446945,0.022589158303744857,-0.022589158303744656
emp_healthsupport_%,-0.34200578646757523,-0.1292234532433966,-0.19399101750301065,-0.5088855885612807,-0.34601484194245447,-0.2537744900525507,-0.06969203769747108,1.0,0.08460494982908258,0.25809501093223414,0.24796308936172723,0.19165475336505675,0.030922849608394896,0.20201306006067207,0.03918412979030493,0.1573792772819363,0.1358367855939181,0.4683616291897177,0.3489800979873657,0.2636216423846734,-0.21509241527281903,-0.025398040672678014,-0.04937207727310445,0.049372077273104456
emp_protective_%,-0.17786608885930638,-0.04852674326123219,-0.08002956745881283,-0.18372553982650183,-0.2143533021815406,-0.15311002182348243,-0.03397333096041194,0.08460494982908258,1.0,0.23545604967518785,0.10441410924944053,0.12909275156218988,0.08889143670772252,0.14182814367948568,-0.1042642179395018,0.016968907793861728,0.13175473024288933,0.093725234531949,0.14743839843937975,-0.027335348424811726,-0.046272962692391305,-0.023878490489798388,0.1440206243613471,-0.14402062436134705
emp_foodprepare_%,-0.31513334522570857,-0.07939073868917793,-0.14238911575051688,-0.48176910721872235,-0.29517111351673814,-0.16277111136899836,-0.23935902897578887,0.25809501093223414,0.23545604967518785,1.0,0.32899828677558457,0.27772902733647437,0.06094663541919044,0.28337733563836864,-0.0007320804960001264,0.07527058933797307,0.047667442493223786,0.23836998387359706,0.18445195862376276,0.20795951798390683,-0.20109033503132107,0.04161321502937693,-0.013719404365427275,0.013719404365427117
emp_clean_%,-0.12323387349727613,-0.11082574139102942,-0.12788856246625313,-0.42362570331316224,-0.40180178111318865,-0.1522736777888661,-0.25024875761061594,0.24796308936172723,0.10441410924944053,0.32899828677558457,1.0,0.22267559092394687,-0.09256484376571653,0.08546932648065263,0.2847234998778111,0.39547119073731474,0.17196691066554556,0.2975117282589099,0.3342011266576535,0.23331457051830728,-0.20380868876194796,-0.06793192409495234,0.06941978842815495,-0.06941978842815492
emp_personalcare_%,-0.32059240960430624,-0.1991015027017472,-0.2605949270587917,-0.3880356758239992,-0.24195046180202195,-0.03728618760776904,-0.26179239469207427,0.19165475336505675,0.12909275156218988,0.27772902733647437,0.22267559092394687,1.0,0.030705492090872973,0.21437521788422076,0.079505737056258,0.050543759103309466,0.11345642232629759,0.16211018884241168,0.17762387095020601,0.13056437190887804,-0.26936174975468885,-0.027580570242376985,0.024949431802187866,-0.024949431802187925
emp_sales_%,-0.12286329101176165,-0.16988090710968798,-0.18035924003894396,0.022280523925979186,-0.11009034954011486,-0.1930274725988443,-0.04503773678098359,0.030922849608394896,0.08889143670772252,0.06094663541919044,-0.09256484376571653,0.030705492090872973,1.0,0.11742097992787369,-0.046488710597582715,-0.16034246142246628,-0.06293080768604797,-0.10418974272177442,-0.08086549227406697,-0.015525075191770632,-0.1449552574316762,0.04521561226683388,0.08775799757351632,-0.08775799757351627
emp_admin_%,-0.26450044339305984,-0.045848513472626966,-0.09799089132329296,-0.3417992614686716,-0.3399224633028299,-0.3255087215475825,-0.042106587481461136,0.20201306006067207,0.14182814367948568,0.28337733563836864,0.08546932648065263,0.21437521788422076,0.11742097992787369,1.0,-0.0828310372645212,0.12553048685895535,0.2395031709446969,0.2934934480694941,0.32177119994549713,0.2097005394927576,-0.08894483721636857,-0.0353801164591234,0.16519607868990288,-0.16519607868990283
emp_farm_%,0.01938693669411568,-0.1586093449514162,-0.14289443053548428,-0.14286748276744882,-0.2466128202706921,0.06983895013287779,-0.026031533504891364,0.03918412979030493,-0.1042642179395018,-0.0007320804960001264,0.2847234998778111,0.079505737056258,-0.046488710597582715,-0.0828310372645212,1.0,0.2538515730747955,0.1334629345217367,0.15148319631772825,0.11233134888157799,-0.022232516330383957,-0.15871517953171446,-0.18672382950418154,0.0011227588856712657,-0.0011227588856713392
emp_construct_%,0.08809176117345073,-0.21878325917283004,-0.18827654190148957,-0.25879228019686645,-0.4674008141162077,-0.14938739206016236,-0.03348833795055269,0.1573792772819363,0.016968907793861728,0.07527058933797307,0.39547119073731474,0.050543759103309466,-0.16034246142246628,0.12553048685895535,0.2538515730747955,1.0,0.17714342678102027,0.18782917824809275,0.34463890983425405,0.23983414400313785,-0.21541942524645466,-0.14702831989052262,0.2162403388530993,-0.21624033885309932
emp_repair_%,-0.16681541680942574,0.11712277252450792,0.07644146124080385,-0.39073825653566635,-0.3056906617301699,-0.32069485707541506,-0.05594858895186158,0.1358367855939181,0.13175473024288933,0.047667442493223786,0.17196691066554556,0.11345642232629759,-0.06293080768604797,0.2395031709446969,0.1334629345217367,0.17714342678102027,1.0,0.3941166386778309,0.256011166814528,0.17893706507533108,0.1040438253988093,-0.12496922802364445,0.15183683719470942,-0.15183683719470928
emp_production_%,-0.40221609152818827,-0.06668624800802578,-0.15133165244538485,-0.6088652388846405,-0.38611331638272683,-0.4137448530974184,-0.1151919938035489,0.4683616291897177,0.093725234531949,0.23836998387359706,0.2975117282589099,0.16211018884241168,-0.10418974272177442,0.2934934480694941,0.15148319631772825,0.18782917824809275,0.3941166386778309,1.0,0.346295502295136,0.4560737047448497,-0.17622820555621824,-0.07583238779756969,0.13860469217394578,-0.13860469217394564
emp_transport_%,-0.21614322798345176,-0.0055988608262078484,-0.04680993959324812,-0.43633035768681394,-0.43092959105333306,-0.3664772323432615,-0.04375887693508775,0.3489800979873657,0.14743839843937975,0.18445195862376276,0.3342011266576535,0.17762387095020601,-0.08086549227406697,0.32177119994549713,0.11233134888157799,0.34463890983425405,0.256011166814528,0.346295502295136,1.0,0.2385162791729395,-0.09948808915792931,0.037111423278429666,0.2418769051929078,-0.24187690519290786
emp_material_%,-0.24399233182913713,-0.024005725752266137,-0.0759777315886326,-0.43622861300425514,-0.3106929604322649,-0.2106559184147713,-0.2103220822917437,0.2636216423846734,-0.027335348424811726,0.20795951798390683,0.23331457051830728,0.13056437190887804,-0.015525075191770632,0.2097005394927576,-0.022232516330383957,0.23983414400313785,0.17893706507533108,0.4560737047448497,0.2385162791729395,1.0,-0.10901222867550735,-0.13967146246137152,0.262128407133725,-0.2621284071337249
emp_pop_ratio_wh_only,0.32084924609114945,0.9155913443526672,0.9511749296285793,0.07161331772376928,0.2604551554154904,-0.06846600074419384,-0.008100201777720037,-0.21509241527281903,-0.046272962692391305,-0.20109033503132107,-0.20380868876194796,-0.26936174975468885,-0.1449552574316762,-0.08894483721636857,-0.15871517953171446,-0.21541942524645466,0.1040438253988093,-0.17622820555621824,-0.09948808915792931,-0.10901222867550735,1.0,0.18855921068614492,-0.061682225786310316,0.061682225786310316
emp_pop_ratio_hisp,0.10214219258489612,0.2792850404304419,0.2942071742462219,-0.07871577594807076,0.14081722718449943,-0.12089593236285119,0.05617603674446945,-0.025398040672678014,-0.023878490489798388,0.04161321502937693,-0.06793192409495234,-0.027580570242376985,0.04521561226683388,-0.0353801164591234,-0.18672382950418154,-0.14702831989052262,-0.12496922802364445,-0.07583238779756969,0.037111423278429666,-0.13967146246137152,0.18855921068614492,1.0,-0.14412455878189365,0.14412455878189356
employed_male_%,-0.0002863812527916667,-0.13154873898037514,-0.1281639088332983,0.03635113622408177,0.046107745263997746,-0.17994237899258525,0.022589158303744857,-0.04937207727310445,0.1440206243613471,-0.013719404365427275,0.06941978842815495,0.024949431802187866,0.08775799757351632,0.16519607868990288,0.0011227588856712657,0.2162403388530993,0.15183683719470942,0.13860469217394578,0.2418769051929078,0.262128407133725,-0.061682225786310316,-0.14412455878189365,1.0,-1.0
employed_female_%,0.0002863812527916159,0.13154873898037509,0.12816390883329826,-0.036351136224081725,-0.04610774526399781,0.17994237899258508,-0.022589158303744656,0.049372077273104456,-0.14402062436134705,0.013719404365427117,-0.06941978842815492,-0.024949431802187925,-0.08775799757351627,-0.16519607868990283,-0.0011227588856713392,-0.21624033885309932,-0.15183683719470928,-0.13860469217394564,-0.24187690519290786,-0.2621284071337249,0.061682225786310316,0.14412455878189356,-1.0,1.0
